# estimated x; estimated y; actual x; actual y; error distance
23.5;5.5;22.3;6.36;1.4763468427168458
25.0;7.0;22.3;6.36;2.774815309169242
1.5;-9.75;22.3;6.36;26.309163802751314
1.0;5.75;28.12;7.57;27.18100071741289
9.5;-5.5;28.12;7.57;22.749270317968442
0.0;-5.75;28.12;7.57;31.115218141610384
0.5;-10.25;28.12;7.57;32.869694248654035
0.5;-10.75;28.12;7.57;33.143427704448435
0.0;-5.75;31.78;7.62;34.47789581746543
4.5;-5.5;31.78;7.62;30.27098941230696
1.0;-8.75;31.78;7.62;34.8623765684441
1.0;-7.75;31.78;7.62;34.40414655241429
-1.5;-11.25;31.78;7.62;38.2574868489816
0.0;-5.75;32.16;7.08;34.624767147231466
11.0;-1.5;32.16;7.08;22.83335279804523
0.0;-5.75;32.16;7.08;34.624767147231466
1.0;-7.75;32.16;7.08;34.509049537766174
0.0;-5.75;32.16;7.08;34.624767147231466
11.0;-1.5;32.68;3.48;22.244612830975505
14.0;0.25;32.68;3.48;18.957196522692904
4.0;-6.0;32.68;3.48;30.206171554832963
0.5;-10.75;32.68;3.48;35.18586790175851
11.5;-5.0;32.68;3.48;22.814530457583388
25.5;4.5;23.5;4.22;2.019504889818294
25.0;4.5;23.5;4.22;1.525909564816998
23.5;6.5;23.5;4.22;2.2800000000000002
24.0;7.0;23.5;4.22;2.824606167238187
22.5;4.5;23.5;4.22;1.0384603988597736
0.5;-10.75;25.23;7.78;30.90200317131561
0.5;-10.75;25.23;7.78;30.90200317131561
9.5;-3.5;25.23;7.78;19.356427872931516
1.5;-9.75;25.23;7.78;29.502776140560062
1.0;-8.75;25.23;7.78;29.33144728785131
